#input_id	id	type	rank	bet	clust	conn	go_name	go_id
TLR3	ENSG00000164342	list	0.0	0.0	1.0	2	positive regulation of interleukin-6 production|protein binding|positive regulation of toll-like receptor signaling pathway|positive regulation of JNK cascade|I-kappaB kinase/NF-kappaB signaling|lysosomal membrane|positive regulation of interleukin-8 production|intracellular|MyD88-independent toll-like receptor signaling pathway|defense response to virus|cellular response to dsRNA|positive regulation of interferon-gamma biosynthetic process|detection of virus|positive regulation of I-kappaB kinase/NF-kappaB signaling|defense response to bacterium|positive regulation of interferon-beta production|cell surface|positive regulation of tumor necrosis factor production|response to stress|defense response|positive regulation of chemokine production|toll-like receptor signaling pathway|positive regulation of interferon-beta biosynthetic process|cellular response to interferon-gamma|integral component of plasma membrane|innate immune response|positive regulation of interferon-alpha biosynthetic process|endoplasmic reticulum membrane|TRIF-dependent toll-like receptor signaling pathway|endosome membrane|positive regulation of chemokine biosynthetic process|transmembrane signaling receptor activity|immune system process|double-stranded RNA binding|response to dsRNA|positive regulation of NF-kappaB import into nucleus|toll-like receptor 4 signaling pathway|cellular response to interferon-beta|RNA binding|necroptotic signaling pathway|positive regulation of interleukin-12 production|molecular_function|cytoplasm|positive regulation of NF-kappaB transcription factor activity|inflammatory response|endolysosome membrane|positive regulation of transcription from RNA polymerase II promoter|microglial cell activation involved in immune response|positive regulation of type I interferon production|receptor activity|signal transducer activity|microglial cell activation|toll-like receptor 3 signaling pathway|positive regulation of apoptotic process|activation of NF-kappaB-inducing kinase activity|I-kappaB phosphorylation|positive regulation of type III interferon production|negative regulation of osteoclast differentiation|cellular_component|response to virus|hyperosmotic response|extrinsic apoptotic signaling pathway|cellular response to drug|cellular response to exogenous dsRNA|signal transduction|biological_process|membrane|Golgi membrane|positive regulation of inflammatory response|positive regulation of protein phosphorylation|integral component of membrane|cellular response to mechanical stimulus|response to exogenous dsRNA|male gonad development|cellular protein modification process	GO:0032755|GO:0005515|GO:0034123|GO:0046330|GO:0007249|GO:0005765|GO:0032757|GO:0005622|GO:0002756|GO:0051607|GO:0071359|GO:0045078|GO:0009597|GO:0043123|GO:0042742|GO:0032728|GO:0009986|GO:0032760|GO:0006950|GO:0006952|GO:0032722|GO:0002224|GO:0045359|GO:0071346|GO:0005887|GO:0045087|GO:0045356|GO:0005789|GO:0035666|GO:0010008|GO:0045080|GO:0004888|GO:0002376|GO:0003725|GO:0043331|GO:0042346|GO:0034142|GO:0035458|GO:0003723|GO:0097527|GO:0032735|GO:0003674|GO:0005737|GO:0051092|GO:0006954|GO:0036020|GO:0045944|GO:0002282|GO:0032481|GO:0004872|GO:0004871|GO:0001774|GO:0034138|GO:0043065|GO:0007250|GO:0007252|GO:0034346|GO:0045671|GO:0005575|GO:0009615|GO:0006972|GO:0097191|GO:0035690|GO:0071360|GO:0007165|GO:0008150|GO:0016020|GO:0000139|GO:0050729|GO:0001934|GO:0016021|GO:0071260|GO:0043330|GO:0008584|GO:0006464
EIF3B	ENSG00000106263	list	0.0017470900547283588	0.0017470900547283588	0.16666666666666666	4	protein binding|gene expression|eukaryotic 43S preinitiation complex|formation of translation preinitiation complex|RNA binding|translation initiation factor activity|translation|translational initiation|cytosol|molecular_function|nucleotide binding|cellular component assembly|organelle|ribonucleoprotein complex assembly|extracellular vesicular exosome|eukaryotic translation initiation factor 3 complex|eukaryotic 48S preinitiation complex|biosynthetic process|cellular_component|nucleic acid binding|macromolecular complex assembly|protein complex|biological_process|protein complex scaffold|structural molecule activity|regulation of translational initiation|eukaryotic translation initiation factor 3 complex, eIF3m|translation initiation factor binding|cellular protein metabolic process|translation factor activity, RNA binding	GO:0005515|GO:0010467|GO:0016282|GO:0001731|GO:0003723|GO:0003743|GO:0006412|GO:0006413|GO:0005829|GO:0003674|GO:0000166|GO:0022607|GO:0043226|GO:0022618|GO:0070062|GO:0005852|GO:0033290|GO:0009058|GO:0005575|GO:0003676|GO:0065003|GO:0043234|GO:0008150|GO:0032947|GO:0005198|GO:0006446|GO:0071541|GO:0031369|GO:0044267|GO:0008135
ARID4B	ENSG00000054267	list	0.0	0.0	0.0	1	protein binding|regulation of transcription, DNA-templated|biosynthetic process|nucleus|establishment of Sertoli cell barrier|spermatogenesis|cellular_component|DNA binding|transcription, DNA-templated|intracellular|molecular_function|biological_process|cellular nitrogen compound metabolic process|cytoplasm|organelle|positive regulation of transcription from RNA polymerase II promoter|histone H3-K9 trimethylation|regulation of gene expression by genetic imprinting|histone H4-K20 trimethylation	GO:0005515|GO:0006355|GO:0009058|GO:0005634|GO:0097368|GO:0007283|GO:0005575|GO:0003677|GO:0006351|GO:0005622|GO:0003674|GO:0008150|GO:0034641|GO:0005737|GO:0043226|GO:0045944|GO:0036124|GO:0006349|GO:0034773
EIF2S3	ENSG00000130741	list	3.312973359445735E-4	3.312973359445735E-4	0.0	2	protein binding|gene expression|biosynthetic process|RNA binding|ion binding|GTPase activity|translation initiation factor activity|catabolic process|cellular_component|small molecule metabolic process|GTP binding|translation|translational initiation|cytosol|obsolete GTP catabolic process|molecular_function|biological_process|cellular nitrogen compound metabolic process|organelle|nucleobase-containing compound catabolic process|cellular protein metabolic process|translation factor activity, RNA binding|extracellular vesicular exosome	GO:0005515|GO:0010467|GO:0009058|GO:0003723|GO:0043167|GO:0003924|GO:0003743|GO:0009056|GO:0005575|GO:0044281|GO:0005525|GO:0006412|GO:0006413|GO:0005829|GO:0006184|GO:0003674|GO:0008150|GO:0034641|GO:0043226|GO:0034655|GO:0044267|GO:0008135|GO:0070062
APBB2	ENSG00000163697	list	0.0	0.0	0.0	1	protein binding|negative regulation of apoptotic process|regulation of transcription, DNA-templated|negative regulation of cell growth|positive regulation of apoptotic process|synapse|nucleus|cellular_component|lamellipodium|growth cone|intracellular signal transduction|molecular_function|biological_process|signal transduction|cytoplasm|beta-amyloid binding|organelle|membrane|extracellular matrix organization|axon guidance|cell cycle arrest|neuron migration|transcription factor binding	GO:0005515|GO:0043066|GO:0006355|GO:0030308|GO:0043065|GO:0045202|GO:0005634|GO:0005575|GO:0030027|GO:0030426|GO:0035556|GO:0003674|GO:0008150|GO:0007165|GO:0005737|GO:0001540|GO:0043226|GO:0016020|GO:0030198|GO:0007411|GO:0007050|GO:0001764|GO:0008134
MRPL40	ENSG00000185608	list	0.0	0.0	0.0	1	mitochondrion|molecular_function|poly(A) RNA binding|biological_process|organelle|RNA binding|mitochondrial ribosome|nucleolus|ribosome|nucleus|cellular_component|anatomical structure morphogenesis	GO:0005739|GO:0003674|GO:0044822|GO:0008150|GO:0043226|GO:0003723|GO:0005761|GO:0005730|GO:0005840|GO:0005634|GO:0005575|GO:0009653
SFSWAP	ENSG00000061936	list	0.0	0.0	0.0	1	mRNA processing|RNA processing|regulation of transcription, DNA-templated|negative regulation of mRNA splicing, via spliceosome|biosynthetic process|RNA binding|mRNA splice site selection|nucleus|cellular_component|macromolecular complex assembly|transcription, DNA-templated|biological_process|cellular nitrogen compound metabolic process|molecular_function|organelle|cellular component assembly|ribonucleoprotein complex assembly	GO:0006397|GO:0006396|GO:0006355|GO:0048025|GO:0009058|GO:0003723|GO:0006376|GO:0005634|GO:0005575|GO:0065003|GO:0006351|GO:0008150|GO:0034641|GO:0003674|GO:0043226|GO:0022607|GO:0022618
GSPT1	ENSG00000103342	list	9.568342982012582E-4	9.568342982012582E-4	0.0	3	protein binding|RNA binding|ion binding|GTPase activity|catabolic process|small molecule metabolic process|cellular_component|translational termination|GTP binding|translation release factor activity|obsolete GTP catabolic process|intracellular|molecular_function|cellular nitrogen compound metabolic process|biological_process|poly(A) RNA binding|G1/S transition of mitotic cell cycle|nucleobase-containing compound catabolic process|nuclear-transcribed mRNA catabolic process, nonsense-mediated decay|protein methylation|translation factor activity, RNA binding|cellular protein modification process	GO:0005515|GO:0003723|GO:0043167|GO:0003924|GO:0009056|GO:0044281|GO:0005575|GO:0006415|GO:0005525|GO:0003747|GO:0006184|GO:0005622|GO:0003674|GO:0034641|GO:0008150|GO:0044822|GO:0000082|GO:0034655|GO:0000184|GO:0006479|GO:0008135|GO:0006464
NEK1	ENSG00000137601	list	0.0	0.0	0.0	1	protein binding|ion binding|nucleus|metal ion binding|molecular_function|cytoplasm|anatomical structure formation involved in morphogenesis|cellular component assembly|organelle|kinase activity|response to ionizing radiation|pericentriolar material|transferase activity, transferring phosphorus-containing groups|centrosome|microtubule organizing center|peptidyl-tyrosine phosphorylation|cellular_component|ATP binding|cellular response to DNA damage stimulus|biological_process|cilium assembly|mitotic nuclear division|protein kinase activity|protein serine/threonine kinase activity|protein phosphorylation|protein tyrosine kinase activity|cellular protein modification process	GO:0005515|GO:0043167|GO:0005634|GO:0046872|GO:0003674|GO:0005737|GO:0048646|GO:0022607|GO:0043226|GO:0016301|GO:0010212|GO:0000242|GO:0016772|GO:0005813|GO:0005815|GO:0018108|GO:0005575|GO:0005524|GO:0006974|GO:0008150|GO:0042384|GO:0007067|GO:0004672|GO:0004674|GO:0006468|GO:0004713|GO:0006464
MCC	ENSG00000171444	list	0.013247431647312609	0.013247431647312609	0.10294117647058823	17	protein binding|plasma membrane|ion binding|calcium ion binding|negative regulation of epithelial cell proliferation|nucleus|cellular_component|cell projection|molecular_function|biological_process|signal transduction|cytoplasm|organelle|nucleotide binding|receptor activity|Wnt signaling pathway|negative regulation of canonical Wnt signaling pathway|negative regulation of epithelial cell migration	GO:0005515|GO:0005886|GO:0043167|GO:0005509|GO:0050680|GO:0005634|GO:0005575|GO:0042995|GO:0003674|GO:0008150|GO:0007165|GO:0005737|GO:0043226|GO:0000166|GO:0004872|GO:0016055|GO:0090090|GO:0010633
WDR18	ENSG00000065268	list	0.0	0.0	0.0	0	protein binding|molecular_function|biological_process|cytoplasm|organelle|nucleus|multicellular organismal development|cellular_component	GO:0005515|GO:0003674|GO:0008150|GO:0005737|GO:0043226|GO:0005634|GO:0007275|GO:0005575
PWP2	ENSG00000241945	list	0.0024975027620769176	0.0024975027620769176	0.0	2	protein binding|poly(A) RNA binding|molecular_function|biological_process|signal transduction|cytoplasm|organelle|RNA binding|nucleolus|signal transducer activity|cellular_component	GO:0005515|GO:0044822|GO:0003674|GO:0008150|GO:0007165|GO:0005737|GO:0043226|GO:0003723|GO:0005730|GO:0004871|GO:0005575
PACSIN1	ENSG00000124507	list	0.0014352675562756662	0.0014352675562756662	0.0	3	plasma membrane organization|protein binding|perinuclear region of cytoplasm|cell junction|plasma membrane|membrane tubulation|ion binding|synapse|lipid binding|molecular_function|cytoplasm|phospholipid binding|organelle|neuron development|transport|membrane organization|actin filament organization|axon terminus|vesicle-mediated transport|positive regulation of dendrite development|ruffle membrane|protein localization to membrane|cellular_component|cytoplasmic vesicle|synaptic vesicle endocytosis|anatomical structure development|biological_process|neuron projection morphogenesis|establishment of protein localization to plasma membrane	GO:0007009|GO:0005515|GO:0048471|GO:0030054|GO:0005886|GO:0097320|GO:0043167|GO:0045202|GO:0008289|GO:0003674|GO:0005737|GO:0005543|GO:0043226|GO:0048666|GO:0006810|GO:0061024|GO:0007015|GO:0043679|GO:0016192|GO:1900006|GO:0032587|GO:0072657|GO:0005575|GO:0031410|GO:0048488|GO:0048856|GO:0008150|GO:0048812|GO:0090002
APPBP2	ENSG00000062725	list	0.0	0.0	0.0	1	protein binding|microtubule associated complex|microtubule|intracellular transport|nucleus|cellular_component|microtubule motor activity|intracellular protein transport|biological_process|protein complex|molecular_function|cytoplasm|organelle|metabolic process|transport|cytoplasmic vesicle membrane	GO:0005515|GO:0005875|GO:0005874|GO:0046907|GO:0005634|GO:0005575|GO:0003777|GO:0006886|GO:0008150|GO:0043234|GO:0003674|GO:0005737|GO:0043226|GO:0008152|GO:0006810|GO:0030659
PNMA2	ENSG00000240694	list	0.0	0.0	0.0	0	protein binding|biological_process|molecular_function|positive regulation of apoptotic process|organelle|nucleus|cellular_component	GO:0005515|GO:0008150|GO:0003674|GO:0043065|GO:0043226|GO:0005634|GO:0005575
DCAF7	ENSG00000136485	list	4.0885242873324625E-4	4.0885242873324625E-4	0.0	3	protein binding|protein ubiquitination|nucleus|multicellular organismal development|Cul4-RING E3 ubiquitin ligase complex|cellular_component|nuclear matrix|protein complex|biological_process|molecular_function|cytoplasm|organelle|cellular protein modification process	GO:0005515|GO:0016567|GO:0005634|GO:0007275|GO:0080008|GO:0005575|GO:0016363|GO:0043234|GO:0008150|GO:0003674|GO:0005737|GO:0043226|GO:0006464
RBM26	ENSG00000139746	list	0.0	0.0	0.0	1	mRNA processing|protein binding|molecular_function|biological_process|cellular nitrogen compound metabolic process|poly(A) RNA binding|nucleotide binding|RNA binding|negative regulation of phosphatase activity|ion binding|nucleic acid binding|metal ion binding	GO:0006397|GO:0005515|GO:0003674|GO:0008150|GO:0034641|GO:0044822|GO:0000166|GO:0003723|GO:0010923|GO:0043167|GO:0003676|GO:0046872
ATXN3	ENSG00000066427	list	0.004363276165199142	0.004363276165199142	0.03571428571428571	8	protein binding|cell death|ubiquitin-dependent protein catabolic process|ubiquitin-specific protease activity|intermediate filament cytoskeleton organization|identical protein binding|Lys63-specific deubiquitinase activity|cellular response to heat|cellular nitrogen compound metabolic process|organelle|protein K63-linked deubiquitination|mitochondrial matrix|proteolysis|ATPase binding|cellular response to misfolded protein|ubiquitin protein ligase binding|protein K48-linked deubiquitination|mitochondrial membrane|response to stress|nucleoplasm|peptidase activity|ubiquitin thiolesterase activity|nucleotide-excision repair|enzyme binding|nuclear inclusion body|actin cytoskeleton organization|regulation of cell-substrate adhesion|cell-cell signaling|synaptic transmission|nucleus|cytosol|molecular_function|cytoplasm|monoubiquitinated protein deubiquitination|cytoskeleton organization|omega peptidase activity|regulation of transcription, DNA-templated|Lys48-specific deubiquitinase activity|biosynthetic process|microtubule cytoskeleton organization|catabolic process|cellular_component|DNA metabolic process|anatomical structure development|transcription, DNA-templated|nervous system development|biological_process|misfolded or incompletely synthesized protein catabolic process|proteasome-mediated ubiquitin-dependent protein catabolic process|cellular protein modification process	GO:0005515|GO:0008219|GO:0006511|GO:0004843|GO:0045104|GO:0042802|GO:0061578|GO:0034605|GO:0034641|GO:0043226|GO:0070536|GO:0005759|GO:0006508|GO:0051117|GO:0071218|GO:0031625|GO:0071108|GO:0031966|GO:0006950|GO:0005654|GO:0008233|GO:0004221|GO:0006289|GO:0019899|GO:0042405|GO:0030036|GO:0010810|GO:0007267|GO:0007268|GO:0005634|GO:0005829|GO:0003674|GO:0005737|GO:0035520|GO:0007010|GO:0008242|GO:0006355|GO:1990380|GO:0009058|GO:0000226|GO:0009056|GO:0005575|GO:0006259|GO:0048856|GO:0006351|GO:0007399|GO:0008150|GO:0006515|GO:0043161|GO:0006464
WDR20	ENSG00000140153	list	6.103028672787258E-4	6.103028672787258E-4	0.0	4	protein binding|molecular_function	GO:0005515|GO:0003674
HSPA9	ENSG00000113013	list	0.007330999007196775	0.007330999007196775	0.16374269005847952	19	protein binding|mitochondrial nucleoid|RNA binding|ion binding|protein targeting to mitochondrion|nucleus|protein targeting|mitochondrion|molecular_function|cytoplasm|organelle|protein folding|protein export from nucleus|transport|phosphotransferase activity, alcohol group as acceptor|extracellular vesicular exosome|negative regulation of apoptotic process|carbohydrate metabolic process|cellular_component|ATP binding|biological_process|poly(A) RNA binding|cell morphogenesis|unfolded protein binding|enzyme binding|focal adhesion|cellular protein metabolic process	GO:0005515|GO:0042645|GO:0003723|GO:0043167|GO:0006626|GO:0005634|GO:0006605|GO:0005739|GO:0003674|GO:0005737|GO:0043226|GO:0006457|GO:0006611|GO:0006810|GO:0016773|GO:0070062|GO:0043066|GO:0005975|GO:0005575|GO:0005524|GO:0008150|GO:0044822|GO:0000902|GO:0051082|GO:0019899|GO:0005925|GO:0044267
HTATSF1	ENSG00000102241	list	0.0	0.0	0.0	1	biosynthetic process|regulation of transcription from RNA polymerase II promoter|RNA binding|nucleus|cellular_component|nucleic acid binding|viral genome replication|transcription, DNA-templated|poly(A) RNA binding|molecular_function|biological_process|cellular nitrogen compound metabolic process|organelle|nucleotide binding|regulation of DNA-templated transcription, elongation|symbiosis, encompassing mutualism through parasitism	GO:0009058|GO:0006357|GO:0003723|GO:0005634|GO:0005575|GO:0003676|GO:0019079|GO:0006351|GO:0044822|GO:0003674|GO:0008150|GO:0034641|GO:0043226|GO:0000166|GO:0032784|GO:0044403
ATPIF1	ENSG00000130770	list	0.0	0.0	0.0	1	protein binding|calmodulin binding|ATPase inhibitor activity|generation of precursor metabolites and energy|protein homodimerization activity|cell differentiation|mitochondrion|molecular_function|cellular nitrogen compound metabolic process|anatomical structure formation involved in morphogenesis|cellular component assembly|organelle|protein homotetramerization|ATPase binding|enzyme regulator activity|protein homooligomerization|cofactor metabolic process|enzyme inhibitor activity|biosynthetic process|cell surface|negative regulation of hydrolase activity|positive regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway|reactive oxygen species metabolic process|negative regulation of nucleotide metabolic process|cellular_component|angiogenesis|macromolecular complex assembly|mitochondrial proton-transporting ATP synthase complex|heme biosynthetic process|biological_process|protein complex|protein complex assembly|negative regulation of endothelial cell proliferation|angiostatin binding|erythrocyte differentiation|enzyme binding	GO:0005515|GO:0005516|GO:0042030|GO:0006091|GO:0042803|GO:0030154|GO:0005739|GO:0003674|GO:0034641|GO:0048646|GO:0022607|GO:0043226|GO:0051289|GO:0051117|GO:0030234|GO:0051260|GO:0051186|GO:0004857|GO:0009058|GO:0009986|GO:0051346|GO:1901030|GO:0072593|GO:0045980|GO:0005575|GO:0001525|GO:0065003|GO:0005753|GO:0006783|GO:0008150|GO:0043234|GO:0006461|GO:0001937|GO:0043532|GO:0030218|GO:0019899
